Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,GMC,Yukon,Chevrolet Suburban/GMC Yukon XL,"Layout Front-engine, rear-wheel-drive / four-wheel-drive",,,Transmission 4-speed 4L60E automatic,Transmissions included a four-speed automatic and five-speed manual; the latter transmission was only offered on two-door 4WD models and was discontinued after 1995.,,,,,,,,"""GMC Yukon Denali"" redirects here; not to be confused with GMC Denali.","Since 1998, the Tahoe has served as the basis of the standard-wheelbase GMC Yuko","Since 1998, the Tahoe has served as the basis of the standard-wheelbase GMC Yukon Denali and Cadillac Escalade luxury SUVs.",It's meant for folks who need the most SUV towing power and cargo space — and who don't mi,It's meant for folks who need the most SUV towing power and cargo space — and who don't mind sacrificing a car-like ride to get them.
,,,"Wheelbase 2-door: 111.5 in (2,832 mm)",Engine,,,speed 4L80E automatic,–1999 6.5 L Detroit Diesel Turbo V8 180 hp (134 kW) 360 lb⋅ft (488 N⋅m) L56 S Two-door 4WD models only,,,,,,,,Chevrolet Silverado/GMC Sierra,Daytime running lights became introduced as a standard feature.,Daytime running lights became introduced as a standard feature.,,
,,,"Chevrolet Tahoe (base trim), with sealed-beam headlights.",Diesel:,,,speed NV3500 manual,–2006 285 hp (213 kW) @ 5600 RPM 295 lb⋅ft (400 N⋅m) @ 4000 RPM No longer available on 4WD models after 2005,,,,,,,,"To reduce confusion, GMC renamed its full-size SUV to Yukon for 1992, leaving the Jimmy name exclusive to the mid-size model. Chevrolet followed suit in 1995, with Tahoe replacing the full-size Blazer alongside the Yukon.","Along with heated front seats, rear-seat air conditioning was introduced as an o","Along with heated front seats, rear-seat air conditioning was introduced as an option.",,
,,,Tahoe Limited and Tahoe Z71,L Detroit Diesel L56 turbo V8,,,Transmissions included a four-speed automatic and five-speed manual; the latter transmission was only offered on two-door 4WD models and was discontinued after 1995.,–2011 405 hp (302 kW) 417 lb⋅ft (565 N⋅m) E85-capable; standard on 4WD Tahoe LTZ models.,,,,,,,,Transmissions included a four-speed automatic and five-speed manual; the latter transmission was only offered on two-door 4WD models and was discontinued after 1995.,"In place of the Blazer sharing its base, Cheyenne, and Silverado trims with the","In place of the Blazer sharing its base, Cheyenne, and Silverado trims with the pickup truck, the Tahoe was offered with base (similar to a W/T-package truck), LS, and LT trims; these ended production after the 1999 model year.",,
,,,Chevrolet Tahoe Limited,Year Engine Power Torque RPO Code VIN Code (8th Digit) Notes,,,Transmission 4-speed 4L60-E automatic,rear-wheel drive / four-wheel drive,,,,,,,,"In place of the Blazer sharing its base, Cheyenne, and Silverado trims with the pickup truck, the Tahoe was offered with base (similar to a W/T-package truck), LS, and LT trims; these ended production after the 1999 model year.","Largely appearance packages, the two vehicles have several notable chassis upgra","Largely appearance packages, the two vehicles have several notable chassis upgrades; the 5.7L V8 remained unmodified (alongside the 4L60E transmission).",,
,,,Both flagship SUVs (and the Tahoe Limited/Z71) used the GMT400 body for 2000 as the remainder of the GM light-truck line adopted the GMT800 architecture.,–1995 5.7 L 350 TBI V8 200 hp (149 kW) 310 lb⋅ft (420 N⋅m) L05 K,,,Transmission,,,,,,,,,"After 1997, the three-door Yukon was retired, leaving only the five-door Yukon wagon.",The chassis borrowed several components from the Z60 option package (RWD police,"The chassis borrowed several components from the Z60 option package (RWD police package), lowering the chassis two inches, adding a limited-slip rear differential (3.42:1 or optional 3.73:1 rear axle ratio), engine oil cooling system, and 46 mm (1.8 in) Bilstein shock absorbers.",,
,,,GMC Yukon XL,–1999 6.5 L Detroit Diesel Turbo V8 180 hp (134 kW) 360 lb⋅ft (488 N⋅m) L56 S Two-door 4WD models only,,,speed 4L60-E automatic,,,,,,,,,New colors for 2003 include Sandalwood Metallic and Dark Spiral Gray Metallic.,A factory-fitted ground effects package matching the body in color integrated fo,A factory-fitted ground effects package matching the body in color integrated fog lamps into the front bumper and color-matched the grille; the roof rack was also deleted.,,
,,,"Wheelbase 116.0 in (2,946 mm)",–2000 5.7 L Vortec 5700 V8 255 hp (190 kW) 335 lb⋅ft (454 N⋅m) L31 R,,,speed 6L80 automatic,,,,,,,,,"New colors for 2004 were Dark Blue Metallic, Silver Birch Metallic, and Sport Red Metallic.","The Chevrolet Tahoe Z71 is an off-road oriented vehicle, taking its name from th","The Chevrolet Tahoe Z71 is an off-road oriented vehicle, taking its name from the off-road chassis package introduced for K-series pickups in 1989.",,
,,,"New colors for 2004 were Dark Blue Metallic, Silver Birch Metallic, and Sport Red Metallic.",Engine 4.8 L 275 hp (205 kW) Vortec 4800 V8,,,speed automatic CVT 2ML70,,,,,,,,,New colors include Sandstone Metallic and Bermuda Blue Metallic.,Taking the Bilstein shock absorbers from the pickup-truck Z71 package and the G8,"Taking the Bilstein shock absorbers from the pickup-truck Z71 package and the G80 locking differential (3.73:1 rear axle ratio), the Tahoe Z71 was fitted with underbody skid plates, an oversized two-row radiator, and inset driving lights centered in the front bumper.",,
,,,–2014 GMC Yukon SLT,L 285 hp (213 kW) Vortec 5300 V8,,,speed 6L80 automatic (2015-2017),,,,,,,,,Bermuda Blue Metallic now becomes an extra-cost option.,"In line with its off-road intentions, the Z71 also includes a black brushguard,","In line with its off-road intentions, the Z71 also includes a black brushguard, black tubular step bars, and taillamp lens protectors.",,
